Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Cluster,Segment_Label
17531,307.0,1,296.7,4,1,1,411,3,Hibernating
12881,98.0,1,298.0,3,1,1,311,0,Others
16104,91.0,1,298.21,3,1,1,311,0,Others
15609,126.0,1,298.48,3,1,1,311,0,Hibernating
17433,1.0,1,298.56,2,1,1,211,0,New Customers
18215,31.0,1,299.34,2,1,1,211,0,Others
15254,246.0,1,300.36,4,1,1,411,0,Hibernating
17978,454.0,1,300.92,4,1,1,411,3,Hibernating
15870,152.0,1,301.25,3,1,1,311,0,Hibernating
16292,63.0,1,302.25,2,1,1,211,0,Others
16400,184.0,1,302.48,3,1,1,311,0,Hibernating
17604,188.0,2,302.61,3,2,1,321,0,Hibernating
16425,69.0,1,302.7,2,1,1,211,0,Others
17078,274.0,2,303.32,4,2,1,421,3,Hibernating
16030,283.0,1,303.34,4,1,1,411,3,Hibernating
16674,304.0,2,303.59,4,3,1,431,3,Hibernating
13083,212.0,2,303.75,3,2,2,322,0,Hibernating
17732,666.0,1,303.97,4,1,2,412,3,Hibernating
18185,250.0,1,304.25,4,1,2,412,0,Hibernating
16217,310.0,2,304.25,4,3,2,432,3,Hibernating
17941,336.0,1,304.56,4,1,2,412,3,Hibernating
12623,129.0,1,305.1,3,1,2,312,0,Hibernating
13045,335.0,1,305.28,4,1,2,412,3,Hibernating
16796,31.0,1,305.62,2,1,2,212,0,Others
13863,189.0,1,305.78,3,1,2,312,0,Hibernating
16858,546.0,1,306.09,4,1,2,412,3,Hibernating
13718,159.0,2,306.55,3,2,2,322,0,Hibernating
15326,70.0,1,306.67,2,1,2,212,0,Others
16668,96.0,6,306.72,3,4,2,342,0,Big Spenders
13762,219.0,1,306.72,4,1,2,412,0,Hibernating
15087,282.0,1,306.94,4,1,2,412,3,Hibernating
17334,69.0,2,307.02,2,2,2,222,0,Others
13395,157.0,1,307.72,3,1,2,312,0,Hibernating
15973,485.0,1,307.82,4,1,2,412,3,Hibernating
13466,126.0,1,307.9,3,1,2,312,0,Hibernating
13369,454.0,1,308.28,4,1,2,412,3,Hibernating
13699,156.0,1,308.58,3,1,2,312,0,Hibernating
15010,243.0,1,308.94,4,1,2,412,0,Hibernating
12884,1.0,1,309.05,2,1,2,212,0,New Customers
14339,36.0,1,309.52,2,1,2,212,0,Others
15661,223.0,2,309.8,4,2,2,422,0,Hibernating
14924,128.0,1,310.05,3,1,2,312,0,Hibernating
17912,424.0,5,310.06,4,3,2,432,3,Big Spenders
14311,36.0,1,310.26,2,1,2,212,0,Others
13642,127.0,1,310.33,3,1,2,312,0,Hibernating
15308,68.0,1,310.47,2,1,2,212,0,Others
16781,666.0,1,311.25,4,1,2,412,3,Hibernating
17854,157.0,2,311.26,3,2,2,322,0,Hibernating
13990,66.0,1,311.3,2,1,2,212,0,Others
14142,697.0,1,311.81,4,1,2,412,3,Hibernating
12785,424.0,1,311.95,4,1,2,412,3,Hibernating
17362,283.0,2,312.23,4,3,2,432,3,Hibernating
12834,310.0,1,312.38,4,1,2,412,3,Hibernating
14555,69.0,2,312.54,2,2,2,222,0,Others
15318,181.0,1,312.62,3,1,2,312,0,Hibernating
13845,183.0,1,312.98,3,1,2,312,0,Hibernating
15579,303.0,2,313.49,4,3,2,432,3,Hibernating
13484,6.0,1,313.8,2,1,2,212,0,New Customers
15970,99.0,1,314.1,3,1,2,312,0,Others
12650,181.0,1,314.44,3,1,2,312,0,Hibernating
15766,183.0,1,315.06,3,1,2,312,0,Hibernating
16091,125.0,2,315.06,3,2,2,322,0,Hibernating
12614,160.0,1,315.6,3,1,2,312,0,Hibernating
17914,181.0,1,316.06,3,1,2,312,0,Hibernating
16473,162.0,3,316.11,3,3,2,332,0,Big Spenders
14479,454.0,2,316.25,4,3,2,432,3,Hibernating
13494,342.0,1,316.26,4,1,2,412,3,Hibernating
14823,4.0,3,316.48,2,3,2,232,0,Others
16761,245.0,1,316.62,4,1,2,412,0,Hibernating
17248,32.0,1,317.0,2,1,2,212,0,Others
15257,341.0,1,317.15,4,1,2,412,3,Hibernating
17267,246.0,2,317.2,4,2,2,422,0,Hibernating
16593,279.0,3,317.4,4,3,2,432,3,Big Spenders
15101,332.0,2,317.53,4,3,2,432,3,Hibernating
17976,666.0,1,317.54,4,1,2,412,3,Hibernating
12648,125.0,1,318.05,3,1,2,312,0,Hibernating
17229,245.0,2,318.76,4,2,2,422,0,Hibernating
12844,60.0,2,318.86,2,2,2,222,0,Others
17157,301.0,2,319.0,4,3,2,432,3,Hibernating
16967,279.0,1,319.02,4,1,2,412,3,Hibernating
15107,100.0,6,319.5,3,4,2,342,0,Big Spenders
14622,126.0,1,320.58,3,1,2,312,0,Hibernating
14988,5.0,1,321.79,2,1,2,212,0,New Customers
15224,363.0,2,322.08,4,3,2,432,3,Hibernating
16274,697.0,1,322.3,4,1,2,412,3,Hibernating
16322,274.0,2,322.55,4,2,2,422,3,Hibernating
13955,161.0,2,322.96,3,2,2,322,0,Hibernating
16685,91.0,2,323.07,3,2,2,322,0,Others
15675,156.0,3,323.69,3,3,2,332,0,Big Spenders
15880,577.0,1,323.78,4,1,2,412,3,Hibernating
18261,215.0,2,324.24,4,2,2,422,0,Hibernating
15597,243.0,1,324.57,4,1,2,412,0,Hibernating
13801,244.0,1,324.8,4,1,2,412,0,Hibernating
15944,129.0,1,325.1,3,1,2,312,0,Hibernating
17221,274.0,2,325.12,4,2,2,422,3,Hibernating
14886,340.0,1,325.2,4,1,2,412,3,Hibernating
14850,342.0,1,325.75,4,1,2,412,3,Hibernating
16830,333.0,1,325.91,4,1,2,412,3,Hibernating
15363,666.0,1,326.0,4,1,2,412,3,Hibernating
17917,363.0,3,326.33,4,3,2,432,3,Big Spenders
14987,454.0,2,326.4,4,3,2,432,3,Hibernating
13569,516.0,2,326.51,4,3,2,432,3,Hibernating
15918,307.0,2,326.63,4,3,2,432,3,Hibernating
14500,279.0,3,327.15,4,3,2,432,3,Big Spenders
14024,63.0,2,327.7,2,2,2,222,0,Others
16318,243.0,1,328.15,4,1,2,412,0,Hibernating
14747,250.0,1,328.2,4,1,2,412,0,Hibernating
17222,214.0,1,328.65,3,1,2,312,0,Hibernating
14012,160.0,1,328.8,3,1,2,312,0,Hibernating
15153,121.0,1,329.25,3,1,2,312,0,Hibernating
17615,336.0,3,329.6,4,3,2,432,3,Big Spenders
16776,61.0,1,329.73,2,1,2,212,0,Others
13091,29.0,1,330.22,2,1,2,212,0,New Customers
14517,182.0,2,330.45,3,2,2,322,0,Hibernating
13706,69.0,1,330.79,2,1,2,212,0,Others
12519,153.0,1,330.84,3,1,2,312,0,Hibernating
12891,280.0,3,331.0,4,3,2,432,3,Big Spenders
16478,214.0,3,331.0,3,3,2,332,0,Big Spenders
16803,214.0,1,332.3,3,1,2,312,0,Hibernating
16850,70.0,1,332.41,2,1,2,212,0,Others
16903,60.0,1,332.5,2,1,2,212,0,Others
13904,302.0,2,332.64,4,3,2,432,3,Hibernating
16625,68.0,1,333.08,2,1,2,212,0,Others
13062,338.0,1,333.48,4,1,2,412,3,Hibernating
13727,29.0,2,333.48,2,2,2,222,0,New Customers
14264,125.0,2,333.97,3,2,2,322,0,Hibernating
12350,311.0,1,334.4,4,1,2,412,3,Hibernating
12489,162.0,1,334.93,3,1,2,312,0,Hibernating
18078,188.0,2,336.13,3,2,2,322,0,Hibernating
17384,249.0,2,336.4,4,2,2,422,0,Hibernating
16372,182.0,2,336.64,3,2,2,322,0,Hibernating
16105,220.0,1,336.96,4,1,2,412,0,Hibernating
17835,151.0,3,337.56,3,3,2,332,0,Big Spenders
15652,92.0,1,337.74,3,1,2,312,0,Others
12982,36.0,1,338.7,2,1,2,212,0,Others
16183,275.0,1,338.71,4,1,2,412,3,Hibernating
17045,186.0,3,339.44,3,3,2,332,0,Big Spenders
17765,247.0,3,340.61,4,3,2,432,0,Big Spenders
14491,666.0,2,340.93,4,3,2,432,3,Hibernating
16851,212.0,3,342.45,3,3,2,332,0,Big Spenders
12875,363.0,2,343.23,4,3,2,432,3,Hibernating
18081,274.0,3,343.45,4,3,2,432,3,Big Spenders
15520,120.0,1,343.5,3,1,2,312,0,Others
17569,39.0,1,344.14,2,1,2,212,0,Others
17123,337.0,1,345.3,4,1,2,412,3,Hibernating
15781,161.0,3,345.46,3,3,2,332,0,Big Spenders
12617,60.0,1,345.88,2,1,2,212,0,Others
15334,186.0,3,346.42,3,3,2,332,0,Big Spenders
17252,187.0,2,346.43,3,2,2,322,0,Hibernating
13649,485.0,2,346.6,4,3,2,432,3,Hibernating
17358,99.0,2,346.97,3,2,2,322,0,Others
17668,333.0,2,347.75,4,3,2,432,3,Hibernating
13497,546.0,2,348.05,4,3,2,432,3,Hibernating
13052,35.0,1,348.15,2,1,2,212,0,Others
16159,282.0,1,348.2,4,1,2,412,3,Hibernating
13790,212.0,1,348.8,3,1,2,312,0,Hibernating
15405,279.0,1,349.1,4,1,2,412,3,Hibernating
18250,311.0,1,349.27,4,1,2,412,3,Hibernating
12532,90.0,1,349.83,3,1,2,312,0,Others
13108,666.0,1,350.06,4,1,2,412,3,Hibernating
15901,125.0,3,351.25,3,3,2,332,0,Big Spenders
14171,304.0,1,352.3,4,1,2,412,3,Hibernating
14804,332.0,1,353.27,4,1,2,412,3,Hibernating
13210,154.0,1,353.48,3,1,2,312,0,Hibernating
13173,212.0,2,353.65,3,2,2,322,0,Hibernating
12888,96.0,2,354.12,3,2,2,322,0,Others
17936,242.0,1,354.36,4,1,2,412,0,Hibernating
17052,29.0,1,354.42,2,1,2,212,0,New Customers
14690,33.0,2,355.05,2,2,2,222,0,Others
17742,39.0,2,355.11,2,2,2,222,0,Others
16971,333.0,1,355.51,4,1,2,412,3,Hibernating
15840,0.0,2,355.56,2,2,2,222,0,New Customers
15247,93.0,1,356.0,3,1,2,312,0,Others
15713,485.0,2,356.7,4,3,2,432,3,Hibernating
14594,697.0,2,356.75,4,3,2,432,3,Hibernating
15025,182.0,1,356.96,3,1,2,312,0,Hibernating
18040,128.0,2,357.2,3,2,2,322,0,Hibernating
17025,61.0,3,357.77,2,3,2,232,0,Others
16595,91.0,1,358.12,3,1,2,312,0,Others
14460,311.0,3,359.46,4,3,2,432,3,Big Spenders
13298,120.0,1,360.0,3,1,2,312,0,Others
13780,301.0,2,360.01,4,3,2,432,3,Hibernating
13291,156.0,1,360.69,3,1,2,312,0,Hibernating
15090,252.0,1,361.52,4,1,2,412,0,Hibernating
16378,189.0,3,362.95,3,3,2,332,0,Big Spenders
14427,153.0,2,363.34,3,2,2,322,0,Hibernating
14932,454.0,1,363.53,4,1,2,412,3,Hibernating
12915,666.0,2,363.65,4,3,2,432,3,Hibernating
17330,275.0,2,363.9,4,2,2,422,3,Hibernating
12538,60.0,1,363.95,2,1,2,212,0,Others
14528,302.0,1,364.22,4,1,2,412,3,Hibernating
12373,342.0,1,364.6,4,1,2,412,3,Hibernating
16065,454.0,1,364.89,4,1,2,412,3,Hibernating
16499,424.0,2,365.45,4,3,2,432,3,Hibernating
17432,302.0,2,365.76,4,3,2,432,3,Hibernating
12970,301.0,4,365.79,4,3,2,432,3,Big Spenders
15522,152.0,2,366.49,3,2,2,322,0,Hibernating
16441,275.0,2,368.6,4,2,2,422,3,Hibernating
16758,214.0,1,369.34,3,1,2,312,0,Hibernating
15922,697.0,1,369.5,4,1,2,412,3,Hibernating
15063,66.0,1,370.8,2,1,2,212,0,Others
17999,302.0,2,370.84,4,3,2,432,3,Hibernating
12981,60.0,2,372.22,2,2,2,222,0,Others
12544,274.0,1,372.7,4,1,2,412,3,Hibernating
14731,35.0,3,373.42,2,3,2,232,0,Others
16930,303.0,3,373.57,4,3,2,432,3,Big Spenders
16321,161.0,5,373.65,3,4,2,342,0,Big Spenders
13351,244.0,1,373.94,4,1,2,412,0,Hibernating
12873,310.0,1,374.0,4,1,2,412,3,Hibernating
13673,152.0,2,374.48,3,2,2,322,0,Hibernating
17492,220.0,1,374.57,4,1,2,412,0,Hibernating
17913,0.0,2,374.6,2,2,2,222,0,New Customers
14067,153.0,2,374.7,3,2,2,322,0,Hibernating
14079,155.0,1,375.1,3,1,2,312,0,Hibernating
14448,424.0,2,375.35,4,3,2,432,3,Hibernating
15012,697.0,2,376.11,4,3,2,432,3,Hibernating
17489,35.0,2,376.64,2,2,2,222,0,Others
13372,31.0,1,378.64,2,1,2,212,0,Others
17817,212.0,3,378.83,3,3,2,332,0,Big Spenders
15885,283.0,3,379.35,4,3,2,432,3,Big Spenders
13656,192.0,2,379.65,3,2,2,322,0,Hibernating
16552,36.0,2,379.73,2,2,2,222,0,Others
17250,181.0,2,380.02,3,2,2,322,0,Hibernating
17031,125.0,2,380.35,3,2,2,322,0,Hibernating
16010,281.0,3,380.36,4,3,2,432,3,Big Spenders
17138,98.0,1,380.5,3,1,2,312,0,Others
17573,60.0,3,380.6,2,3,2,232,0,Others
15048,214.0,4,381.0,3,3,2,332,0,Big Spenders
13817,60.0,2,382.98,2,2,2,222,0,Others
12832,152.0,2,383.03,3,2,2,322,0,Hibernating
14304,339.0,1,383.45,4,1,2,412,3,Hibernating
13833,278.0,1,383.85,4,1,2,412,3,Hibernating
16982,61.0,1,384.06,2,1,2,212,0,Others
13919,63.0,2,384.81,2,2,2,222,0,Others
14779,251.0,3,386.15,4,3,2,432,0,Big Spenders
15883,182.0,2,386.4,3,2,2,322,0,Hibernating
14114,37.0,2,386.53,2,2,2,222,0,Others
14670,251.0,2,386.63,4,2,2,422,0,Hibernating
17595,302.0,2,386.69,4,3,2,432,3,Hibernating
16324,277.0,3,387.02,4,3,2,432,3,Big Spenders
17508,251.0,1,387.31,4,1,2,412,0,Hibernating
14420,335.0,1,387.52,4,1,2,412,3,Hibernating
18036,152.0,3,388.01,3,3,2,332,0,Big Spenders
14538,183.0,2,388.25,3,2,2,322,0,Hibernating
13856,95.0,3,388.5,3,3,2,332,0,Big Spenders
13899,68.0,2,388.52,2,2,2,222,0,Others
15847,333.0,2,389.27,4,3,2,432,3,Hibernating
16250,697.0,2,389.44,4,3,2,432,3,Hibernating
13873,219.0,3,389.6,4,3,2,432,0,Big Spenders
18024,64.0,2,389.78,2,2,2,222,0,Others
16917,129.0,1,391.52,3,1,2,312,0,Hibernating
15837,183.0,1,391.98,3,1,2,312,0,Hibernating
12824,30.0,1,392.08,2,1,2,212,0,New Customers
12508,60.0,2,392.19,2,2,2,222,0,Others
14998,6.0,2,392.57,2,2,2,222,0,New Customers
14600,161.0,1,393.33,3,1,2,312,0,Hibernating
17226,252.0,1,393.49,4,1,2,412,0,Hibernating
15264,183.0,1,393.74,3,1,2,312,0,Hibernating
15386,187.0,1,394.14,3,1,2,312,0,Hibernating
14619,128.0,1,394.44,3,1,2,312,0,Hibernating
16354,153.0,2,395.8,3,2,2,322,0,Hibernating
14896,454.0,2,397.77,4,3,2,432,3,Hibernating
13166,341.0,1,397.9,4,1,2,412,3,Hibernating
13352,61.0,1,397.98,2,1,2,212,0,Others
16795,454.0,1,398.08,4,1,2,412,3,Hibernating
17830,120.0,3,398.7,3,3,2,332,0,Big Spenders
18154,181.0,2,399.19,3,2,2,322,0,Hibernating
13255,697.0,2,399.51,4,3,2,432,3,Hibernating
18164,302.0,1,399.65,4,1,2,412,3,Hibernating
14620,341.0,2,400.18,4,3,2,432,3,Hibernating
17392,191.0,2,400.43,3,2,2,322,0,Hibernating
16500,212.0,6,400.86,3,4,2,342,0,Big Spenders
12386,192.0,2,401.9,3,2,2,322,0,Hibernating
15184,60.0,2,402.2,2,2,2,222,0,Others
14048,161.0,1,402.38,3,1,2,312,0,Hibernating
15221,485.0,1,403.25,4,1,2,412,3,Hibernating
16484,307.0,2,404.3,4,3,2,432,3,Hibernating
16319,188.0,1,404.4,3,1,2,312,0,Hibernating
15938,220.0,5,404.58,4,4,2,442,0,Big Spenders
12922,337.0,1,405.38,4,1,2,412,3,Hibernating
14616,36.0,3,406.08,2,3,2,232,0,Others
15342,305.0,1,406.09,4,1,2,412,3,Hibernating
15127,214.0,1,406.53,3,1,2,312,0,Hibernating
16629,245.0,2,408.63,4,2,2,422,0,Hibernating
16018,4.0,2,408.9,2,2,2,222,0,New Customers
16243,182.0,2,409.1,3,2,2,322,0,Hibernating
12990,157.0,3,409.5,3,3,2,332,0,Big Spenders
15889,577.0,2,411.25,4,3,2,432,3,Hibernating
17223,546.0,2,411.86,4,3,2,432,3,Hibernating
15553,61.0,1,412.33,2,1,2,212,0,Others
15557,29.0,1,412.37,2,1,2,212,0,New Customers
17483,95.0,3,414.04,3,3,2,332,0,Big Spenders
16239,279.0,2,414.2,4,2,2,422,3,Hibernating
12993,32.0,4,414.76,2,3,2,232,0,Others
14333,275.0,1,415.2,4,1,2,412,3,Hibernating
12580,159.0,1,415.7,3,1,2,312,0,Hibernating
13085,217.0,2,416.08,4,2,2,422,0,Hibernating
16957,282.0,2,416.64,4,3,2,432,3,Hibernating
15935,6.0,2,416.86,2,2,2,222,0,New Customers
13889,123.0,1,416.9,3,1,2,312,0,Hibernating
17232,151.0,2,417.77,3,2,2,322,0,Hibernating
17701,340.0,1,417.95,4,1,2,412,3,Hibernating
12552,333.0,2,418.02,4,3,2,432,3,Hibernating
12593,219.0,3,418.1,4,3,2,432,0,Big Spenders
15957,121.0,1,418.49,3,1,2,312,0,Hibernating
15206,98.0,4,420.3,3,3,2,332,0,Big Spenders
13140,485.0,3,422.47,4,3,2,432,3,Big Spenders
12802,187.0,1,422.54,3,1,2,312,0,Hibernating
13473,61.0,2,422.64,2,2,2,222,0,Others
16119,332.0,2,423.36,4,3,2,432,3,Hibernating
15456,341.0,3,425.35,4,3,2,432,3,Big Spenders
15976,280.0,2,425.54,4,3,2,432,3,Hibernating
14288,66.0,1,426.6,2,1,2,212,0,Others
15930,275.0,1,426.63,4,1,2,412,3,Hibernating
12740,153.0,1,427.6,3,1,2,312,0,Hibernating
12725,638.0,1,427.8,4,1,2,412,3,Hibernating
15471,151.0,1,427.87,3,1,2,312,0,Hibernating
17869,546.0,5,428.18,4,3,2,432,3,Big Spenders
16368,29.0,2,428.77,2,2,2,222,0,New Customers
13602,183.0,1,428.89,3,1,2,312,0,Hibernating
15450,90.0,1,429.84,3,1,2,312,0,Others
16884,302.0,2,429.84,4,3,2,432,3,Hibernating
12827,152.0,3,430.15,3,3,2,332,0,Big Spenders
16881,244.0,1,432.0,4,1,2,412,0,Hibernating
17964,666.0,2,432.01,4,3,2,432,3,Hibernating
17035,342.0,2,433.53,4,3,2,432,3,Hibernating
14910,151.0,4,434.35,3,3,2,332,0,Big Spenders
15646,217.0,3,434.89,4,3,2,432,0,Big Spenders
15551,274.0,1,436.06,4,1,2,412,3,Hibernating
12592,66.0,2,437.6,2,2,2,222,0,Others
16034,39.0,3,437.7,2,3,2,232,0,Others
16968,212.0,2,439.43,3,2,2,322,0,Hibernating
13359,153.0,1,439.56,3,1,2,312,0,Hibernating
16025,60.0,1,439.66,2,1,2,212,0,Others
13954,120.0,2,439.92,3,2,2,322,0,Others
13248,279.0,2,442.28,4,3,2,432,3,Hibernating
17579,212.0,3,442.65,3,3,2,332,0,Big Spenders
18222,123.0,1,443.0,3,1,2,312,0,Hibernating
16614,65.0,1,443.79,2,1,2,212,0,Others
17140,189.0,1,444.64,3,1,2,312,0,Hibernating
17190,0.0,2,444.74,2,2,2,222,0,New Customers
12491,333.0,1,444.8,4,1,2,412,3,Hibernating
14431,69.0,1,444.86,2,1,2,212,0,Others
16374,244.0,2,445.43,4,2,2,422,0,Hibernating
17370,123.0,4,446.18,3,3,2,332,0,Big Spenders
14149,280.0,1,446.62,4,1,2,412,3,Hibernating
17053,336.0,1,447.48,4,1,2,412,3,Hibernating
15739,244.0,1,449.12,4,1,2,412,0,Hibernating
13489,217.0,4,449.52,4,3,2,432,0,Big Spenders
17950,454.0,3,450.5,4,3,2,432,3,Big Spenders
14173,249.0,4,450.84,4,3,2,432,0,Big Spenders
14335,245.0,2,451.11,4,2,2,422,0,Hibernating
15919,546.0,2,451.44,4,3,2,432,3,Hibernating
14184,244.0,1,452.89,4,1,2,412,0,Hibernating
18071,454.0,2,453.0,4,3,2,432,3,Hibernating
18158,1.0,2,453.4,2,2,2,222,0,New Customers
16529,307.0,1,455.25,4,1,2,412,3,Hibernating
12999,128.0,3,455.88,3,3,2,332,0,Big Spenders
12375,304.0,2,457.5,4,3,2,432,3,Hibernating
15092,341.0,2,457.81,4,3,2,432,3,Hibernating
13506,577.0,2,458.52,4,3,2,432,3,Hibernating
15754,159.0,3,458.57,3,3,2,332,0,Big Spenders
17880,424.0,1,458.92,4,1,2,412,3,Hibernating
16589,337.0,3,459.24,4,3,2,432,3,Big Spenders
12355,96.0,1,459.4,3,1,2,312,0,Others
15349,218.0,2,461.36,4,2,2,422,0,Hibernating
15026,160.0,3,462.4,3,3,2,332,0,Big Spenders
14331,155.0,2,462.66,3,2,2,322,0,Hibernating
12787,92.0,3,463.66,3,3,2,332,0,Big Spenders
16586,220.0,1,463.95,4,1,2,412,0,Hibernating
13928,121.0,4,464.57,3,3,2,332,0,Big Spenders
13579,577.0,2,467.04,4,3,2,432,3,Hibernating
14029,153.0,2,467.66,3,2,2,322,0,Hibernating
15589,311.0,3,468.33,4,3,2,432,3,Big Spenders
17555,100.0,2,468.57,3,2,2,322,0,Others
17361,187.0,3,469.45,3,3,2,332,0,Big Spenders
13066,152.0,2,470.8,3,2,2,322,0,Hibernating
16038,301.0,3,471.78,4,3,2,432,3,Big Spenders
14013,98.0,3,473.02,3,3,2,332,0,Big Spenders
15780,95.0,3,475.28,3,3,2,332,0,Big Spenders
14497,283.0,1,475.37,4,1,2,412,3,Hibernating
14853,5.0,2,475.8,2,2,2,222,0,New Customers
12447,67.0,1,476.49,2,1,2,212,0,Others
14320,39.0,2,477.79,2,2,2,222,0,Others
13092,160.0,5,477.83,3,4,2,342,0,Big Spenders
16693,303.0,2,477.86,4,3,2,432,3,Hibernating
12644,305.0,1,477.91,4,1,2,412,3,Hibernating
16518,91.0,2,479.64,3,2,2,322,0,Others
15091,275.0,1,480.71,4,1,2,412,3,Hibernating
18216,121.0,1,481.75,3,1,2,312,0,Hibernating
12504,90.0,2,482.05,3,2,2,322,0,Others
16603,92.0,2,482.47,3,2,2,322,0,Others
14450,67.0,3,482.6,2,3,2,232,0,Others
17345,154.0,4,482.93,3,3,2,332,0,Big Spenders
12808,274.0,3,483.65,4,3,2,432,3,Big Spenders
14958,157.0,3,483.73,3,3,2,332,0,Big Spenders
13531,485.0,2,483.8,4,3,2,432,3,Hibernating
15109,128.0,1,484.95,3,1,2,312,0,Hibernating
13153,242.0,1,486.22,4,1,2,412,0,Hibernating
14396,214.0,2,486.69,3,2,2,322,0,Hibernating
17453,183.0,2,486.72,3,2,2,322,0,Hibernating
13675,33.0,2,486.82,2,2,2,222,0,Others
13338,217.0,1,487.02,4,1,2,412,0,Hibernating
16643,128.0,1,487.51,3,1,2,312,0,Hibernating
15165,697.0,1,487.75,4,1,2,412,3,Hibernating
16898,546.0,3,487.93,4,3,2,432,3,Big Spenders
15877,120.0,2,488.29,3,2,2,322,0,Others
13894,311.0,3,488.3,4,3,2,432,3,Big Spenders
12763,577.0,2,489.04,4,3,2,432,3,Hibernating
15881,424.0,5,489.59,4,3,2,432,3,Big Spenders
18074,697.0,1,489.6,4,1,2,412,3,Hibernating
14236,666.0,2,490.86,4,3,2,432,3,Hibernating
13732,29.0,1,491.86,2,1,2,212,0,New Customers
14270,9.0,1,492.65,2,1,2,212,0,New Customers
16352,302.0,2,494.44,4,3,2,432,3,Hibernating
17298,155.0,2,494.62,3,2,2,322,0,Hibernating
17374,219.0,2,495.77,4,2,2,422,0,Hibernating
15018,516.0,3,496.21,4,3,2,432,3,Big Spenders
17290,181.0,2,496.27,3,2,2,322,0,Hibernating
15300,183.0,1,496.44,3,1,2,312,0,Hibernating
18043,485.0,3,497.29,4,3,2,432,3,Big Spenders
17495,333.0,2,497.56,4,3,2,432,3,Hibernating
16820,215.0,1,497.61,4,1,2,412,0,Hibernating
14871,181.0,4,497.98,3,3,2,332,0,Big Spenders
16488,182.0,3,498.8,3,3,2,332,0,Big Spenders
14681,5.0,3,498.95,2,3,2,232,0,Others
17631,120.0,3,499.17,3,3,2,332,0,Big Spenders
15193,61.0,1,499.32,2,1,2,212,0,Others
14077,65.0,5,499.42,2,4,2,242,0,Potential Loyalist
16616,217.0,2,500.42,4,2,2,422,0,Hibernating
13865,187.0,4,501.56,3,3,2,332,0,Big Spenders
15406,38.0,2,501.86,2,2,2,222,0,Others
16863,485.0,2,502.8,4,3,2,432,3,Hibernating
17864,98.0,3,503.37,3,3,2,332,0,Big Spenders
15081,214.0,5,504.8,3,4,2,342,0,Big Spenders
13885,279.0,2,506.8,4,3,2,432,3,Hibernating
16960,61.0,3,507.05,2,3,2,232,0,Others
14820,182.0,4,507.29,3,3,2,332,0,Big Spenders
14317,183.0,1,508.58,3,1,2,312,0,Hibernating
12436,335.0,1,509.01,4,1,2,412,3,Hibernating
15330,61.0,2,509.04,2,2,2,222,0,Others
17265,4.0,2,510.78,2,2,2,222,0,New Customers
16561,30.0,2,511.12,2,2,2,222,0,New Customers
16723,92.0,2,511.65,3,2,2,322,0,Others
15452,60.0,3,513.63,2,3,2,232,0,Others
13005,159.0,2,513.7,3,2,2,322,0,Hibernating
15809,69.0,5,515.77,2,4,2,242,0,Potential Loyalist
15882,546.0,4,516.36,4,3,2,432,3,Big Spenders
13043,37.0,1,516.42,2,1,2,212,0,Others
16667,303.0,2,517.2,4,3,2,432,3,Hibernating
18205,274.0,2,517.36,4,2,2,422,3,Hibernating
18095,39.0,2,517.65,2,2,2,222,0,Others
16892,95.0,5,518.19,3,4,2,342,0,Big Spenders
16955,546.0,4,518.67,4,3,2,432,3,Big Spenders
17658,5.0,2,518.86,2,2,2,222,0,New Customers
15467,64.0,3,519.03,2,3,2,232,0,Others
13643,157.0,3,519.44,3,3,2,332,0,Big Spenders
12571,63.0,2,519.61,2,2,2,222,0,Others
17360,126.0,3,520.21,3,3,2,332,0,Big Spenders
17897,516.0,3,522.41,4,3,2,432,3,Big Spenders
17429,219.0,3,522.64,4,3,2,432,0,Big Spenders
18017,311.0,3,523.0,4,3,2,432,3,Big Spenders
15756,91.0,4,523.03,3,3,2,332,0,Big Spenders
13721,274.0,1,524.14,4,1,2,412,3,Hibernating
16706,302.0,3,525.4,4,3,2,432,3,Big Spenders
17623,152.0,1,527.05,3,1,2,312,0,Hibernating
16602,274.0,1,528.08,4,1,2,412,3,Hibernating
14463,304.0,3,529.62,4,3,2,432,3,Big Spenders
14002,186.0,2,529.73,3,2,2,322,0,Hibernating
18159,38.0,1,530.15,2,1,2,212,0,Others
16031,189.0,2,530.63,3,2,2,322,0,Hibernating
14167,9.0,4,532.84,2,3,2,232,0,Others
15433,66.0,2,533.3,2,2,2,222,0,Others
17062,454.0,4,533.33,4,3,2,432,3,Big Spenders
14618,192.0,3,533.64,3,3,2,332,0,Big Spenders
13217,93.0,3,533.98,3,3,2,332,0,Big Spenders
13434,245.0,2,534.24,4,2,2,422,0,Hibernating
17443,249.0,1,534.24,4,1,2,412,0,Hibernating
17970,5.0,1,534.59,2,1,2,212,0,New Customers
13000,424.0,3,534.85,4,3,2,432,3,Big Spenders
16916,666.0,2,535.28,4,3,2,432,3,Hibernating
16142,250.0,1,535.34,4,1,2,412,0,Hibernating
16206,155.0,4,535.41,3,3,2,332,0,Big Spenders
18022,243.0,1,535.74,4,1,2,412,0,Hibernating
13233,162.0,2,535.76,3,2,2,322,0,Hibernating
16233,485.0,3,536.68,4,3,2,432,3,Big Spenders
15043,121.0,1,537.0,3,1,2,312,0,Hibernating
