Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
15758,NULL,1,205.25,1,2,1,121
15307,215,1,205.3,3,1,1,311
17670,NULL,1,205.7,1,2,1,121
13065,697,1,205.86,4,1,1,411
14964,189,1,206.21,3,1,1,311
17166,333,2,206.34,4,3,1,431
13411,NULL,1,206.85,1,1,1,111
15820,NULL,1,206.98,1,2,1,121
15925,NULL,1,207.15,1,2,1,121
13532,182,1,207.36,3,1,1,311
13099,335,1,207.36,4,1,1,411
16752,666,1,207.5,4,1,1,411
17923,310,1,207.5,4,1,1,411
16323,NULL,1,207.5,1,2,1,121
16866,64,3,207.74,2,3,1,231
18191,NULL,1,207.8,1,2,1,121
12547,251,2,207.8,4,2,1,421
16457,219,1,208.36,4,1,1,411
15483,337,4,208.43,4,3,1,431
17514,277,1,208.65,4,1,1,411
15327,NULL,1,208.75,2,1,1,211
17619,NULL,1,208.96,1,2,1,121
17855,666,1,208.97,4,1,1,411
17572,697,4,209.05,4,3,1,431
13828,NULL,1,209.49,1,1,1,111
17860,546,1,210.75,4,1,1,411
16179,61,1,210.79,2,1,1,211
16392,NULL,1,211.19,1,2,1,121
12995,NULL,1,211.32,1,1,1,111
15703,NULL,1,211.5,1,2,1,121
17125,NULL,1,211.75,1,2,1,121
15866,NULL,1,211.89,1,2,1,121
18101,NULL,2,212.3,1,2,1,121
17928,159,2,212.54,3,2,1,321
15540,NULL,1,213.3,1,2,1,121
16591,303,1,213.5,4,1,1,411
14241,95,1,213.7,3,1,1,311
17153,NULL,1,213.78,1,2,1,121
14647,NULL,1,213.82,2,1,1,211
13621,NULL,1,213.85,1,1,1,111
14601,NULL,1,213.96,2,1,1,211
16647,NULL,2,214.06,1,2,1,121
16753,0,1,214.2,2,1,1,211
16846,NULL,1,214.32,1,2,1,121
16338,217,1,214.8,4,1,1,411
12588,NULL,1,214.9,1,1,1,111
12831,NULL,1,215.05,1,1,1,111
16190,NULL,1,215.08,1,2,1,121
16519,454,2,215.08,4,3,1,431
14375,157,1,215.34,3,1,1,311
16189,NULL,2,215.48,1,2,1,121
17580,340,3,215.72,4,3,1,431
13419,153,1,216.02,3,1,1,311
13858,NULL,1,216.17,1,1,1,111
14104,125,2,216.21,3,2,1,321
17436,120,2,216.3,3,2,1,321
15604,NULL,1,216.39,1,2,1,121
12897,38,2,216.5,2,2,1,221
13503,NULL,1,216.85,1,1,1,111
13739,NULL,1,216.9,1,1,1,111
17256,NULL,2,217.05,1,2,1,121
16080,68,2,217.16,2,2,1,221
15554,160,1,217.2,3,1,1,311
18114,NULL,1,217.5,1,2,1,121
16634,339,2,217.9,4,3,1,431
14570,251,2,218.06,4,2,1,421
14569,120,1,218.14,3,1,1,311
15724,NULL,2,218.25,1,2,1,121
12574,NULL,1,218.45,1,1,1,111
13669,NULL,2,218.55,1,2,1,121
14598,NULL,1,218.67,2,1,1,211
15790,NULL,1,218.75,1,2,1,121
12702,NULL,1,219,1,1,1,111
13474,NULL,1,219.02,1,1,1,111
15096,NULL,1,219.39,1,1,1,111
13600,NULL,1,219.52,1,1,1,111
13079,92,5,220.1,3,4,1,341
16482,NULL,1,220.62,1,2,1,121
15850,NULL,2,220.98,1,2,1,121
15457,NULL,1,222.67,2,1,1,211
13382,251,1,222.99,4,1,1,411
18005,181,2,223.12,3,2,1,321
15637,NULL,1,223.36,1,2,1,121
17534,NULL,1,223.36,1,2,1,121
14357,NULL,1,223.56,2,1,1,211
13926,NULL,1,223.85,2,1,1,211
14929,152,1,223.88,3,1,1,311
16471,68,1,223.95,2,1,1,211
15175,NULL,1,224.14,2,1,1,211
17171,NULL,1,224.91,1,2,1,121
16587,NULL,1,225.15,1,2,1,121
14052,NULL,1,225.36,2,1,1,211
16690,NULL,2,225.58,1,2,1,121
12402,NULL,1,225.6,1,1,1,111
14624,30,2,225.85,2,2,1,221
12672,NULL,1,225.9,1,1,1,111
17789,282,1,225.9,4,1,1,411
16619,NULL,1,226.21,1,2,1,121
16315,NULL,1,226.37,1,2,1,121
13189,NULL,2,226.48,1,2,1,121
16026,NULL,1,226.59,1,2,1,121
17212,NULL,1,226.85,1,2,1,121
16527,NULL,1,228.06,1,2,1,121
17969,NULL,2,228.2,1,2,1,121
13070,NULL,1,228.8,1,1,1,111
13712,159,1,228.84,3,1,1,311
17347,NULL,1,228.96,1,2,1,121
14793,NULL,1,228.99,1,1,1,111
15528,NULL,1,229.33,1,2,1,121
12812,NULL,1,229.64,1,1,1,111
16445,182,1,229.96,3,1,1,311
13960,NULL,2,230.22,2,2,1,221
16926,638,1,230.25,4,1,1,411
13786,516,1,230.4,4,1,1,411
18030,212,2,230.65,3,2,1,321
16641,NULL,1,231.1,1,2,1,121
17111,NULL,1,231.61,1,2,1,121
15393,282,2,231.86,4,3,1,431
14995,333,2,231.98,4,3,1,431
16117,279,1,232.21,4,1,1,411
18213,NULL,1,232.48,1,2,1,121
13678,33,1,232.6,2,1,1,211
12718,NULL,1,233.21,1,1,1,111
16302,216,1,233.22,4,1,1,411
16583,697,1,233.45,4,1,1,411
13348,183,1,233.76,3,1,1,311
12736,39,1,234,2,1,1,211
16961,NULL,1,234.17,1,2,1,121
17060,NULL,1,234.24,1,2,1,121
14473,310,2,234.34,4,3,1,431
15462,218,3,234.6,4,3,1,431
17051,NULL,1,234.94,1,2,1,121
13187,192,1,236.02,3,1,1,311
12732,NULL,1,236.26,1,1,1,111
14586,129,1,237.36,3,1,1,311
16601,NULL,1,237.6,1,2,1,121
17877,NULL,1,237.61,1,2,1,121
13565,100,2,238.27,3,2,1,321
12561,69,1,238.85,2,1,1,211
16756,96,1,239.4,3,1,1,311
17684,NULL,1,239.41,1,2,1,121
13570,67,1,239.49,2,1,1,211
15690,212,2,239.76,3,2,1,321
17181,697,2,239.92,4,3,1,431
15286,NULL,1,240.55,2,1,1,211
15598,NULL,1,240.68,1,2,1,121
15019,NULL,1,240.96,1,1,1,111
15154,NULL,1,240.99,2,1,1,211
16427,NULL,2,241.06,1,2,1,121
14523,NULL,1,241.09,2,1,1,211
15035,31,1,241.48,2,1,1,211
15776,NULL,1,241.62,1,2,1,121
16215,NULL,1,242.35,1,2,1,121
17385,NULL,1,243.1,1,2,1,121
17339,454,2,243.36,4,3,1,431
15634,NULL,1,243.55,1,2,1,121
13886,NULL,1,243.56,1,1,1,111
17771,NULL,2,243.71,1,2,1,121
18193,NULL,1,243.76,1,2,1,121
16793,NULL,1,243.84,1,2,1,121
13103,NULL,1,243.94,1,1,1,111
17925,666,1,244.08,4,1,1,411
17892,156,3,244.1,3,3,1,331
16528,181,1,244.41,3,1,1,311
15118,NULL,1,244.8,2,1,1,211
12660,NULL,1,245.1,1,1,1,111
17968,697,1,245.7,4,1,1,411
16778,68,2,245.94,2,2,1,221
17278,6,1,246.04,2,1,1,211
15894,577,2,246.16,4,3,1,431
15783,NULL,1,246.3,1,2,1,121
14658,242,2,247.15,4,2,1,421
13349,NULL,1,247.32,1,1,1,111
18009,NULL,1,247.39,1,2,1,121
16024,NULL,1,247.54,1,2,1,121
14053,278,2,247.75,4,2,1,421
17303,NULL,1,247.94,1,2,1,121
13592,66,4,247.96,2,3,1,231
15759,219,3,248,4,3,1,431
15097,212,1,248.08,3,1,1,311
16510,666,1,248.1,4,1,1,411
16727,424,1,248.12,4,1,1,411
13061,NULL,1,248.61,1,1,1,111
16124,NULL,1,249,1,2,1,121
17456,454,1,249.86,4,1,1,411
15510,NULL,1,250,1,2,1,121
16596,485,2,250.15,4,3,1,431
13207,3,2,250.26,2,2,1,221
14068,NULL,1,250.45,2,1,1,211
15277,NULL,1,250.86,2,1,1,211
13512,NULL,1,251.21,1,1,1,111
14501,95,2,251.21,3,2,1,321
16976,NULL,1,251.52,1,2,1,121
17155,NULL,2,251.7,1,2,1,121
16836,NULL,2,251.87,1,2,1,121
16330,NULL,3,251.91,1,3,1,131
13711,219,2,252.06,4,2,1,421
13645,32,1,252.1,2,1,1,211
15346,39,1,252.42,2,1,1,211
13404,35,2,252.49,2,2,1,221
17786,NULL,2,253.92,1,2,1,121
12797,454,1,254.03,4,1,1,411
15689,2,2,254.1,2,2,1,221
14765,60,3,254.11,2,3,1,231
12604,NULL,2,254.18,1,2,1,121
15261,NULL,1,254.82,2,1,1,211
16226,NULL,3,255.12,1,3,1,131
14881,NULL,1,255.4,1,1,1,111
14761,100,2,255.9,3,2,1,321
14452,154,2,256.14,3,2,1,321
17896,NULL,1,256.32,1,2,1,121
13806,153,1,256.38,3,1,1,311
12430,NULL,1,256.4,1,1,1,111
16048,697,2,256.44,4,3,1,431
17194,37,2,256.78,2,2,1,221
17255,NULL,2,257.15,1,2,1,121
13626,340,1,257.23,4,1,1,411
13227,NULL,1,257.7,1,1,1,111
13277,NULL,4,258.4,1,3,1,131
13533,65,3,258.85,2,3,1,231
15577,33,3,258.88,2,3,1,231
13127,NULL,1,259.17,1,1,1,111
15143,NULL,1,259.45,2,1,1,211
15912,NULL,2,259.52,1,2,1,121
13760,NULL,2,260.28,1,2,1,121
16413,NULL,1,261.35,1,2,1,121
16936,NULL,1,261.9,1,2,1,121
12492,153,2,263.21,3,2,1,321
17708,218,2,263.33,4,2,1,421
17793,NULL,1,263.4,1,2,1,121
17403,274,1,263.92,4,1,1,411
13973,NULL,1,264.7,2,1,1,211
14423,219,1,265.2,4,1,1,411
14508,31,2,265.56,2,2,1,221
17430,454,2,265.76,4,3,1,431
12962,301,2,266.39,4,3,1,431
15119,128,1,266.4,3,1,1,311
17977,60,1,266.45,2,1,1,211
13837,5,2,266.59,2,2,1,221
14863,60,1,266.76,2,1,1,211
16451,NULL,1,266.97,1,2,1,121
15517,NULL,1,267.03,1,2,1,121
15320,NULL,1,267.13,2,1,1,211
17550,67,3,267.16,2,3,1,231
15408,NULL,1,267.18,2,1,1,211
14915,92,2,267.88,3,2,1,321
14954,NULL,1,268.1,1,1,1,111
14727,68,1,268.58,2,1,1,211
17251,363,1,269.83,4,1,1,411
12558,301,1,269.96,4,1,1,411
13242,66,3,270.4,2,3,1,231
14520,120,2,270.6,3,2,1,321
15774,303,1,270.8,4,1,1,411
17011,90,1,270.9,3,1,1,311
18108,NULL,1,271,1,2,1,121
17496,NULL,1,271.05,1,2,1,121
13259,91,1,271.11,3,1,1,311
17254,212,2,271.19,3,2,1,321
17767,NULL,1,271.2,1,2,1,121
13058,33,3,271.4,2,3,1,231
14816,NULL,1,271.85,1,1,1,111
13917,338,2,272.04,4,3,1,431
14819,183,2,272.07,3,2,1,321
17498,NULL,1,272.22,1,2,1,121
16883,218,2,272.48,4,2,1,421
16313,181,2,274.15,3,2,1,321
17266,181,3,275.08,3,3,1,331
14512,218,2,275.28,4,2,1,421
17783,189,2,275.48,3,2,1,321
12750,277,1,275.88,4,1,1,411
13544,NULL,2,276.06,1,2,1,121
13272,31,2,276.56,2,2,1,221
13606,60,3,276.75,2,3,1,231
15355,60,2,277.05,2,2,1,221
13803,NULL,1,277.07,1,1,1,111
16526,NULL,1,277.61,1,2,1,121
14908,NULL,1,277.8,1,1,1,111
17247,NULL,1,277.99,1,2,1,121
14764,NULL,1,278.3,1,1,1,111
14480,NULL,1,279.05,2,1,1,211
15556,NULL,1,279.77,1,2,1,121
14975,NULL,1,279.94,1,1,1,111
17551,NULL,1,280.14,1,2,1,121
13439,NULL,1,280.31,1,1,1,111
13708,NULL,1,280.38,1,1,1,111
16149,212,2,280.52,3,2,1,321
14242,NULL,2,280.55,2,2,1,221
16402,577,2,280.8,4,3,1,431
14124,NULL,1,281.34,2,1,1,211
16848,NULL,1,281.42,1,2,1,121
16557,NULL,2,281.85,1,2,1,121
13177,183,1,282.45,3,1,1,311
17678,NULL,1,282.51,1,2,1,121
13754,33,2,282.6,2,2,1,221
13239,NULL,1,282.76,1,1,1,111
14350,68,1,282.93,2,1,1,211
17694,NULL,1,283.12,1,2,1,121
18270,333,2,283.15,4,3,1,431
16808,68,2,283.38,2,2,1,221
12703,NULL,1,283.55,1,1,1,111
13121,NULL,1,283.73,1,1,1,111
14656,341,2,284.45,4,3,1,431
18190,NULL,2,284.46,1,2,1,121
16429,NULL,1,284.55,1,2,1,121
13745,NULL,1,284.92,1,1,1,111
14784,NULL,2,285.43,1,2,1,121
17636,NULL,1,285.56,1,2,1,121
13787,424,2,285.56,4,3,1,431
16648,NULL,1,285.62,1,2,1,121
14953,NULL,1,285.67,1,1,1,111
14660,NULL,2,285.74,2,2,1,221
16555,243,2,285.89,4,2,1,421
16297,NULL,1,286.3,1,2,1,121
16386,29,2,286.48,2,2,1,221
18117,NULL,1,287.14,1,2,1,121
17201,NULL,1,287.18,1,2,1,121
16432,183,1,287.4,3,1,1,311
17760,697,2,287.59,4,3,1,431
17080,NULL,2,287.62,1,2,1,121
15396,NULL,1,288.18,2,1,1,211
18059,275,3,288.22,4,3,1,431
17501,280,2,288.6,4,3,1,431
14985,NULL,2,288.71,1,2,1,121
17081,NULL,2,288.91,1,2,1,121
15545,638,2,288.97,4,3,1,431
14248,NULL,1,289.08,2,1,1,211
14549,342,1,289.24,4,1,1,411
16125,516,1,289.35,4,1,1,411
14162,NULL,2,289.36,2,2,1,221
17124,157,1,289.56,3,1,1,311
16897,NULL,2,289.78,1,2,1,121
15060,332,4,289.86,4,3,1,431
17464,247,1,289.96,4,1,1,411
13573,NULL,2,290.25,1,2,1,121
17691,546,2,290.4,4,3,1,431
15279,NULL,1,290.51,2,1,1,211
14947,336,2,290.82,4,3,1,431
13449,NULL,1,291.88,1,1,1,111
14729,697,1,291.94,4,1,1,411
13502,68,3,292,2,3,1,231
16721,NULL,1,292.47,1,2,1,121
12829,162,2,293,3,2,1,321
17163,NULL,2,293.1,1,2,1,121
13986,NULL,1,293.58,2,1,1,211
13897,NULL,1,293.82,2,1,1,211
15732,35,2,294.12,2,2,1,221
16998,130,4,295,3,3,1,331
15872,NULL,2,295.01,1,2,1,121
17839,NULL,1,295.35,1,2,1,121
14716,NULL,2,295.84,1,2,1,121
13504,183,1,295.93,3,1,1,311
13751,NULL,1,296.25,1,1,1,111
13441,92,1,296.64,3,1,1,311
17531,307,1,296.7,4,1,1,411
15857,NULL,1,297,1,2,1,121
12881,98,1,298,3,1,1,311
16104,91,1,298.21,3,1,1,311
17824,NULL,1,298.4,1,2,1,121
15609,126,1,298.48,3,1,1,311
17433,1,1,298.56,2,1,1,211
13667,NULL,1,298.66,1,1,1,111
18215,31,1,299.34,2,1,1,211
17697,NULL,1,299.35,1,2,1,121
18053,NULL,1,300.02,1,2,1,121
15254,246,1,300.36,4,1,1,411
13304,NULL,1,300.42,1,1,1,111
14762,NULL,1,300.52,1,1,1,111
16479,NULL,2,300.83,1,2,1,121
16430,NULL,1,300.85,1,2,1,121
17978,454,1,300.92,4,1,1,411
13479,NULL,2,300.95,1,2,1,121
15054,NULL,2,301.01,1,2,1,121
15623,NULL,1,301.03,1,2,1,121
15870,152,1,301.25,3,1,1,311
15148,NULL,1,301.29,2,1,1,211
15667,NULL,1,301.32,1,2,1,121
16715,NULL,1,301.72,1,2,1,121
17094,NULL,1,302,1,2,1,121
17506,NULL,1,302.2,1,2,1,121
16292,63,1,302.25,2,1,1,211
18165,NULL,1,302.46,1,2,1,121
16400,184,1,302.48,3,1,1,311
17604,188,2,302.61,3,2,1,321
16425,69,1,302.7,2,1,1,211
17078,274,2,303.32,4,2,1,421
16030,283,1,303.34,4,1,1,411
16674,304,2,303.59,4,3,1,431
13083,212,2,303.75,3,2,2,322
17732,666,1,303.97,4,1,2,412
17070,NULL,1,304.24,1,2,2,122
18185,250,1,304.25,4,1,2,412
16217,310,2,304.25,4,3,2,432
15163,NULL,2,304.47,2,2,2,222
17941,336,1,304.56,4,1,2,412
12623,129,1,305.1,3,1,2,312
13045,335,1,305.28,4,1,2,412
18220,NULL,1,305.28,1,2,2,122
16181,NULL,1,305.54,1,2,2,122
16796,31,1,305.62,2,1,2,212
15219,NULL,1,305.75,2,1,2,212
13863,189,1,305.78,3,1,2,312
16858,546,1,306.09,4,1,2,412
17176,NULL,1,306.13,1,2,2,122
15659,NULL,1,306.45,1,2,2,122
13718,159,2,306.55,3,2,2,322
15326,70,1,306.67,2,1,2,212
16668,96,6,306.72,3,4,2,342
13762,219,1,306.72,4,1,2,412
15087,282,1,306.94,4,1,2,412
17334,69,2,307.02,2,2,2,222
16343,NULL,2,307.07,1,2,2,122
13142,NULL,1,307.09,1,1,2,112
13932,NULL,1,307.4,2,1,2,212
17120,NULL,1,307.46,1,2,2,122
13060,NULL,1,307.53,1,1,2,112
13395,157,1,307.72,3,1,2,312
13529,NULL,2,307.76,1,2,2,122
16123,NULL,1,307.78,1,2,2,122
15973,485,1,307.82,4,1,2,412
13466,126,1,307.9,3,1,2,312
13369,454,1,308.28,4,1,2,412
17510,NULL,1,308.48,1,2,2,122
13699,156,1,308.58,3,1,2,312
16956,NULL,1,308.74,1,2,2,122
15010,243,1,308.94,4,1,2,412
12884,1,1,309.05,2,1,2,212
14847,NULL,1,309.4,1,1,2,112
14339,36,1,309.52,2,1,2,212
16810,NULL,1,309.54,1,2,2,122
16769,NULL,1,309.59,1,2,2,122
15699,NULL,1,309.65,1,2,2,122
15661,223,2,309.8,4,2,2,422
14924,128,1,310.05,3,1,2,312
17912,424,5,310.06,4,3,2,432
14379,NULL,2,310.11,2,2,2,222
14311,36,1,310.26,2,1,2,212
13642,127,1,310.33,3,1,2,312
15308,68,1,310.47,2,1,2,212
15185,NULL,1,310.62,2,1,2,212
16781,666,1,311.25,4,1,2,412
17854,157,2,311.26,3,2,2,322
13990,66,1,311.3,2,1,2,212
12852,NULL,1,311.55,1,1,2,112
14327,NULL,1,311.65,2,1,2,212
14951,NULL,1,311.69,1,1,2,112
14142,697,1,311.81,4,1,2,412
16450,NULL,1,311.92,1,2,2,122
12785,424,1,311.95,4,1,2,412
17362,283,2,312.23,4,3,2,432
12834,310,1,312.38,4,1,2,412
14555,69,2,312.54,2,2,2,222
15318,181,1,312.62,3,1,2,312
17458,NULL,1,312.75,1,2,2,122
13845,183,1,312.98,3,1,2,312
15579,303,2,313.49,4,3,2,432
16582,NULL,1,313.62,1,2,2,122
13484,6,1,313.8,2,1,2,212
15970,99,1,314.1,3,1,2,312
16227,NULL,1,314.22,1,2,2,122
12650,181,1,314.44,3,1,2,312
16193,NULL,1,314.45,1,2,2,122
17237,NULL,2,314.69,1,2,2,122
15766,183,1,315.06,3,1,2,312
16091,125,2,315.06,3,2,2,322
12614,160,1,315.6,3,1,2,312
17914,181,1,316.06,3,1,2,312
16473,162,3,316.11,3,3,2,332
14479,454,2,316.25,4,3,2,432
13494,342,1,316.26,4,1,2,412
14823,4,3,316.48,2,3,2,232
15204,NULL,1,316.58,2,1,2,212
16761,245,1,316.62,4,1,2,412
15243,NULL,1,316.68,2,1,2,212
15385,NULL,1,316.88,2,1,2,212
17248,32,1,317,2,1,2,212
15257,341,1,317.15,4,1,2,412
17267,246,2,317.2,4,2,2,422
16593,279,3,317.4,4,3,2,432
15101,332,2,317.53,4,3,2,432
17976,666,1,317.54,4,1,2,412
17172,NULL,1,317.76,1,2,2,122
18066,NULL,1,318,1,2,2,122
12648,125,1,318.05,3,1,2,312
14703,NULL,1,318.17,1,1,2,112
18127,NULL,3,318.49,1,3,2,132
17229,245,2,318.76,4,2,2,422
12844,60,2,318.86,2,2,2,222
17157,301,2,319,4,3,2,432
16967,279,1,319.02,4,1,2,412
15107,100,6,319.5,3,4,2,342
14622,126,1,320.58,3,1,2,312
16096,NULL,1,320.62,1,2,2,122
15236,NULL,1,321.05,2,1,2,212
15789,NULL,1,321.3,1,2,2,122
14988,5,1,321.79,2,1,2,212
14484,NULL,1,321.92,2,1,2,212
15224,363,2,322.08,4,3,2,432
14424,NULL,1,322.08,2,1,2,212
16274,697,1,322.3,4,1,2,412
16342,NULL,4,322.41,1,3,2,132
16322,274,2,322.55,4,2,2,422
16627,NULL,1,322.8,1,2,2,122
15314,NULL,1,322.93,2,1,2,212
13955,161,2,322.96,3,2,2,322
16739,NULL,1,323,1,2,2,122
15921,NULL,1,323.03,1,2,2,122
16685,91,2,323.07,3,2,2,322
15675,156,3,323.69,3,3,2,332
15880,577,1,323.78,4,1,2,412
18261,215,2,324.24,4,2,2,422
15597,243,1,324.57,4,1,2,412
13801,244,1,324.8,4,1,2,412
12790,NULL,1,324.92,1,1,2,112
15944,129,1,325.1,3,1,2,312
17221,274,2,325.12,4,2,2,422
14886,340,1,325.2,4,1,2,412
14850,342,1,325.75,4,1,2,412
16830,333,1,325.91,4,1,2,412
15363,666,1,326,4,1,2,412
16071,NULL,1,326.24,1,2,2,122
17917,363,3,326.33,4,3,2,432
14987,454,2,326.4,4,3,2,432
17715,NULL,1,326.4,1,2,2,122
13569,516,2,326.51,4,3,2,432
15918,307,2,326.63,4,3,2,432
14500,279,3,327.15,4,3,2,432
14870,NULL,1,327.25,1,1,2,112
16366,NULL,1,327.3,1,2,2,122
14024,63,2,327.7,2,2,2,222
16318,243,1,328.15,4,1,2,412
14206,NULL,1,328.16,2,1,2,212
14747,250,1,328.2,4,1,2,412
15213,NULL,2,328.35,2,2,2,222
16855,NULL,2,328.4,1,2,2,122
17222,214,1,328.65,3,1,2,312
16423,NULL,1,328.78,1,2,2,122
14012,160,1,328.8,3,1,2,312
15153,121,1,329.25,3,1,2,312
17154,NULL,1,329.34,1,2,2,122
17615,336,3,329.6,4,3,2,432
17866,NULL,1,329.65,1,2,2,122
16776,61,1,329.73,2,1,2,212
12953,NULL,1,329.85,1,1,2,112
15714,NULL,2,330.03,1,2,2,122
15130,NULL,1,330.11,2,1,2,212
13091,29,1,330.22,2,1,2,212
14517,182,2,330.45,3,2,2,322
13706,69,1,330.79,2,1,2,212
12519,153,1,330.84,3,1,2,312
17862,NULL,1,330.9,1,2,2,122
12891,280,3,331,4,3,2,432
16478,214,3,331,3,3,2,332
15210,NULL,1,331.18,2,1,2,212
15900,NULL,1,331.39,1,2,2,122
16177,NULL,1,331.95,1,2,2,122
16803,214,1,332.3,3,1,2,312
16850,70,1,332.41,2,1,2,212
16903,60,1,332.5,2,1,2,212
13904,302,2,332.64,4,3,2,432
14902,NULL,1,332.66,1,1,2,112
16625,68,1,333.08,2,1,2,212
13062,338,1,333.48,4,1,2,412
13727,29,2,333.48,2,2,2,222
15466,NULL,1,333.68,2,1,2,212
13216,NULL,1,333.74,1,1,2,112
14264,125,2,333.97,3,2,2,322
12350,311,1,334.4,4,1,2,412
12489,162,1,334.93,3,1,2,312
16063,NULL,1,335.32,1,2,2,122
14196,NULL,1,335.52,2,1,2,212
18276,NULL,1,335.86,1,2,2,122
18078,188,2,336.13,3,2,2,322
17384,249,2,336.4,4,2,2,422
15619,NULL,1,336.4,1,2,2,122
13737,NULL,1,336.62,1,1,2,112
16372,182,2,336.64,3,2,2,322
16105,220,1,336.96,4,1,2,412
17973,NULL,1,337.04,1,2,2,122
13930,NULL,2,337.34,2,2,2,222
15942,NULL,1,337.44,1,2,2,122
17835,151,3,337.56,3,3,2,332
17795,NULL,2,337.63,1,2,2,122
15652,92,1,337.74,3,1,2,312
12982,36,1,338.7,2,1,2,212
16183,275,1,338.71,4,1,2,412
16545,NULL,1,339.3,1,2,2,122
17045,186,3,339.44,3,3,2,332
15115,NULL,1,340.11,2,1,2,212
15099,NULL,1,340.13,1,1,2,112
17765,247,3,340.61,4,3,2,432
14491,666,2,340.93,4,3,2,432
13347,NULL,1,341.36,1,1,2,112
16826,NULL,1,341.7,1,2,2,122
18181,NULL,1,342.1,1,2,2,122
16851,212,3,342.45,3,3,2,332
12875,363,2,343.23,4,3,2,432
12715,NULL,1,343.36,1,1,2,112
18081,274,3,343.45,4,3,2,432
15520,120,1,343.5,3,1,2,312
15047,NULL,1,343.62,1,1,2,112
13068,NULL,2,344,1,2,2,122
16947,NULL,1,344.08,1,2,2,122
17569,39,1,344.14,2,1,2,212
16978,NULL,1,344.33,1,2,2,122
14633,NULL,1,344.9,2,1,2,212
13774,NULL,1,345,1,1,2,112
17123,337,1,345.3,4,1,2,412
15781,161,3,345.46,3,3,2,332
17379,NULL,1,345.55,1,2,2,122
12617,60,1,345.88,2,1,2,212
16823,NULL,1,346.23,1,2,2,122
15334,186,3,346.42,3,3,2,332
17252,187,2,346.43,3,2,2,322
13649,485,2,346.6,4,3,2,432
17358,99,2,346.97,3,2,2,322
17668,333,2,347.75,4,3,2,432
13497,546,2,348.05,4,3,2,432
13052,35,1,348.15,2,1,2,212
16159,282,1,348.2,4,1,2,412
12527,NULL,3,348.71,1,3,2,132
13790,212,1,348.8,3,1,2,312
13927,NULL,1,348.99,2,1,2,212
15405,279,1,349.1,4,1,2,412
12845,NULL,4,349.14,1,3,2,132
18250,311,1,349.27,4,1,2,412
13887,NULL,1,349.55,1,1,2,112
13670,NULL,1,349.7,1,1,2,112
12532,90,1,349.83,3,1,2,312
13108,666,1,350.06,4,1,2,412
13740,NULL,1,350.75,1,1,2,112
13332,NULL,1,350.9,1,1,2,112
13923,NULL,1,351.13,2,1,2,212
15901,125,3,351.25,3,3,2,332
12566,NULL,1,351.65,1,1,2,112
14171,304,1,352.3,4,1,2,412
17357,NULL,2,352.36,1,2,2,122
18112,NULL,2,352.69,1,2,2,122
15678,NULL,1,352.7,1,2,2,122
14804,332,1,353.27,4,1,2,412
13343,NULL,1,353.43,1,1,2,112
13210,154,1,353.48,3,1,2,312
13173,212,2,353.65,3,2,2,322
12888,96,2,354.12,3,2,2,322
17936,242,1,354.36,4,1,2,412
17052,29,1,354.42,2,1,2,212
14690,33,2,355.05,2,2,2,222
17742,39,2,355.11,2,2,2,222
16971,333,1,355.51,4,1,2,412
15840,0,2,355.56,2,2,2,222
14537,NULL,1,355.56,2,1,2,212
15247,93,1,356,3,1,2,312
15713,485,2,356.7,4,3,2,432
14594,697,2,356.75,4,3,2,432
15025,182,1,356.96,3,1,2,312
13453,NULL,2,356.98,1,2,2,122
18040,128,2,357.2,3,2,2,322
17025,61,3,357.77,2,3,2,232
13976,NULL,1,357.98,2,1,2,212
13228,NULL,1,358,1,1,2,112
16595,91,1,358.12,3,1,2,312
17948,NULL,1,358.56,1,2,2,122
15120,NULL,1,358.82,2,1,2,212
16204,NULL,1,359.28,1,2,2,122
14460,311,3,359.46,4,3,2,432
13298,120,1,360,3,1,2,312
13780,301,2,360.01,4,3,2,432
13291,156,1,360.69,3,1,2,312
16305,NULL,1,361.22,1,2,2,122
15090,252,1,361.52,4,1,2,412
13844,NULL,1,361.62,1,1,2,112
16052,NULL,1,362.06,1,2,2,122
15225,NULL,1,362.6,2,1,2,212
16378,189,3,362.95,3,3,2,332
16485,NULL,1,363.1,1,2,2,122
14427,153,2,363.34,3,2,2,322
14932,454,1,363.53,4,1,2,412
18056,NULL,1,363.65,1,2,2,122
12915,666,2,363.65,4,3,2,432
16509,NULL,1,363.7,1,2,2,122
17330,275,2,363.9,4,2,2,422
12538,60,1,363.95,2,1,2,212
14528,302,1,364.22,4,1,2,412
15343,NULL,1,364.5,1,1,2,112
12373,342,1,364.6,4,1,2,412
15949,NULL,2,364.72,1,2,2,122
16065,454,1,364.89,4,1,2,412
16202,NULL,1,365.27,1,2,2,122
16499,424,2,365.45,4,3,2,432
17432,302,2,365.76,4,3,2,432
12970,301,4,365.79,4,3,2,432
17911,NULL,1,366.23,1,2,2,122
15522,152,2,366.49,3,2,2,322
16441,275,2,368.6,4,2,2,422
14888,NULL,1,369.2,1,1,2,112
16758,214,1,369.34,3,1,2,312
15922,697,1,369.5,4,1,2,412
16147,NULL,1,369.96,1,2,2,122
15063,66,1,370.8,2,1,2,212
17999,302,2,370.84,4,3,2,432
15975,NULL,1,371.01,1,2,2,122
14950,NULL,1,371.2,1,1,2,112
